Autor1,Gênero_Autor1,Autor2,Gênero_Autor2,Evento
Carlos Portela,Homem,Enio Monteiro,Homem,WEI
Carlos Portela,Homem,Sandra Oliveira,Homem,WEI
Elison Nascimento,Homem,Enio Monteiro,Homem,WEI
Elison Nascimento,Homem,Sandra Oliveira,Homem,WEI
Enio Monteiro,Homem,Sandra Oliveira,Homem,WEI
Emmerson Silva,Homem,Marcia Martins,Mulher,ENCompIF
Emmerson Silva,Homem,Miguel Oliveira,Homem,ENCompIF
Marcia Martins,Mulher,Miguel Oliveira,Homem,ENCompIF
Carlos Maurício Seródio Figueiredo,Homem,Luiz Carlos Silva de Araújo Filho,Homem,SBCUP
Ivan Machado,Homem,Joselito Mota Júnior,Homem,CTIC
Eliane Pozzebon,Mulher,Joice P. Cardoso,Mulher,WIT
Eliane Pozzebon,Mulher,Laís Dalle Mulle,Mulher,WIT
Eliane Pozzebon,Mulher,Luciana B. Frigo,Mulher,WIT
Joice P. Cardoso,Mulher,Laís Dalle Mulle,Mulher,WIT
Joice P. Cardoso,Mulher,Luciana B. Frigo,Mulher,WIT
Laís Dalle Mulle,Mulher,Luciana B. Frigo,Mulher,WIT
Giuliano Viana de Alkmim,Homem,Rosemary Dore Heijmans,Mulher,WEI
Carlos Gomes,Homem,Eduardo Tavares,Homem,WPerformance
Nelson L. S. da Fonseca,Homem,Rodrigo A. C. da Silva,Homem,CTD
Felipe A. Louza,Homem,Guilherme P. Telles,Homem,CTD
Felipe A. Louza,Homem,Simon Gog,Homem,CTD
Guilherme P. Telles,Homem,Simon Gog,Homem,CTD
Ariel Bentes,Homem,Ingrid Santos,Mulher,WIT
Ariel Bentes,Homem,Isabelly Oliveira,Mulher,WIT
Ariel Bentes,Homem,Karla Susiane Pereira,Mulher,WIT
Ariel Bentes,Homem,Larissa Pessoa,Mulher,WIT
Ariel Bentes,Homem,Rosiane Freitas,Mulher,WIT
Ariel Bentes,Homem,Tanara Lauschner,Mulher,WIT
Ingrid Santos,Mulher,Isabelly Oliveira,Mulher,WIT
Ingrid Santos,Mulher,Karla Susiane Pereira,Mulher,WIT
Ingrid Santos,Mulher,Larissa Pessoa,Mulher,WIT
Ingrid Santos,Mulher,Rosiane Freitas,Mulher,WIT
Ingrid Santos,Mulher,Tanara Lauschner,Mulher,WIT
Isabelly Oliveira,Mulher,Karla Susiane Pereira,Mulher,WIT
Isabelly Oliveira,Mulher,Larissa Pessoa,Mulher,WIT
Isabelly Oliveira,Mulher,Rosiane Freitas,Mulher,WIT
Isabelly Oliveira,Mulher,Tanara Lauschner,Mulher,WIT
Karla Susiane Pereira,Mulher,Larissa Pessoa,Mulher,WIT
Karla Susiane Pereira,Mulher,Rosiane Freitas,Mulher,WIT
Karla Susiane Pereira,Mulher,Tanara Lauschner,Mulher,WIT
Larissa Pessoa,Mulher,Rosiane Freitas,Mulher,WIT
Larissa Pessoa,Mulher,Tanara Lauschner,Mulher,WIT
Rosiane Freitas,Mulher,Tanara Lauschner,Mulher,WIT
Bruno F. Gadelha,Homem,David B. F. Oliveira,Homem,WEI
Bruno F. Gadelha,Homem,Elaine H. T. Oliveira,Mulher,WEI
Bruno F. Gadelha,Homem,Fabiola G. Nakamura,Mulher,WEI
Bruno F. Gadelha,Homem,Leandro S. G. Carvalho,Homem,WEI
David B. F. Oliveira,Homem,Elaine H. T. Oliveira,Mulher,WEI
David B. F. Oliveira,Homem,Fabiola G. Nakamura,Mulher,WEI
David B. F. Oliveira,Homem,Leandro S. G. Carvalho,Homem,WEI
Elaine H. T. Oliveira,Mulher,Fabiola G. Nakamura,Mulher,WEI
Elaine H. T. Oliveira,Mulher,Leandro S. G. Carvalho,Homem,WEI
Fabiola G. Nakamura,Mulher,Leandro S. G. Carvalho,Homem,WEI
Alessandra Luengo Latorre da Silva,Mulher,Danielle Juliana Silva Martins,Mulher,WEI
Alessandra Luengo Latorre da Silva,Mulher,Fábio Cristiano Souza Oliveira,Homem,WEI
Danielle Juliana Silva Martins,Mulher,Fábio Cristiano Souza Oliveira,Homem,WEI
Maria Márcia Bachion,Mulher,Rodrigo Cândido Borges,Homem,WEI
Anna C. C. M. de Oliveira,Mulher,Luiz C. F. Fernandez,Homem,ETC
Anna C. C. M. de Oliveira,Mulher,Mario R. F. Benevides,Homem,ETC
Luiz C. F. Fernandez,Homem,Mario R. F. Benevides,Homem,ETC
Bruno Monteiro,Homem,Vinicius F. dos Santos,Homem,ETC
Emmanoel M. Sousa Junior,Homem,Frederico Lopes,Homem,SEMISH
Alan Afif Helal,Homem,Fábio da Cunha Garcia,Homem,SEMISH
Alan Afif Helal,Homem,Gilberto Fonseca Barroso,Homem,SEMISH
Alan Afif Helal,Homem,Roberto Colistete Junior,Homem,SEMISH
Alan Afif Helal,Homem,Rodolfo da Silva Villaça,Homem,SEMISH
Fábio da Cunha Garcia,Homem,Gilberto Fonseca Barroso,Homem,SEMISH
Fábio da Cunha Garcia,Homem,Roberto Colistete Junior,Homem,SEMISH
Fábio da Cunha Garcia,Homem,Rodolfo da Silva Villaça,Homem,SEMISH
Gilberto Fonseca Barroso,Homem,Roberto Colistete Junior,Homem,SEMISH
Gilberto Fonseca Barroso,Homem,Rodolfo da Silva Villaça,Homem,SEMISH
Roberto Colistete Junior,Homem,Rodolfo da Silva Villaça,Homem,SEMISH
Celso Alberto Saibel Santos,Homem,Fábio Franco de Oliveira,Homem,SEMISH
Celso Alberto Saibel Santos,Homem,Roberto Colistete Junior,Homem,SEMISH
Celso Alberto Saibel Santos,Homem,Rodolfo da Silva Villaça,Homem,SEMISH
Fábio Franco de Oliveira,Homem,Roberto Colistete Junior,Homem,SEMISH
Fábio Franco de Oliveira,Homem,Rodolfo da Silva Villaça,Homem,SEMISH
Roberto Colistete Junior,Homem,Rodolfo da Silva Villaça,Homem,SEMISH
Denizar S. Souza,Homem,Rodrigo R. da Silva,Homem,ENCompIF
Denizar S. Souza,Homem,Thales V. Maciel,Homem,ENCompIF
Denizar S. Souza,Homem,Vinícius do N. Lampert,Homem,ENCompIF
Rodrigo R. da Silva,Homem,Thales V. Maciel,Homem,ENCompIF
Rodrigo R. da Silva,Homem,Vinícius do N. Lampert,Homem,ENCompIF
Thales V. Maciel,Homem,Vinícius do N. Lampert,Homem,ENCompIF
Carina Oliveira,Mulher,Jaciana B. da Silva,Mulher,WIT
Carina Oliveira,Mulher,Reinaldo B. Braga,Homem,WIT
Jaciana B. da Silva,Mulher,Reinaldo B. Braga,Homem,WIT
Fabiano de S. Oliveira,Homem,Juan P. A. Lopes,Homem,ETC
Fabiano de S. Oliveira,Homem,Paulo E. D. Pinto,Homem,ETC
Juan P. A. Lopes,Homem,Paulo E. D. Pinto,Homem,ETC
Djalma A. Lima Filho,Homem,José A. Suruagy Monteiro,Homem,WPerformance
André C. da Silva,Homem,Luis Otávio A. Nascimento,Homem,ENCompIF
André C. da Silva,Homem,Vinicius S. dos S. Silva,Homem,ENCompIF
Luis Otávio A. Nascimento,Homem,Vinicius S. dos S. Silva,Homem,ENCompIF
Anselmo L. Gomes,Homem,José Andersson S. da Silva,Homem,WEI
Anselmo L. Gomes,Homem,Sônia R. Fortes da Silva,Mulher,WEI
José Andersson S. da Silva,Homem,Sônia R. Fortes da Silva,Mulher,WEI
Alexandre L. Silva,Homem,Daniela Brauner,Mulher,WEI
Alexandre L. Silva,Homem,Pablo Margreff,Homem,WEI
Alexandre L. Silva,Homem,Tatiana Tavares,Mulher,WEI
Alexandre L. Silva,Homem,Vinicius Kruger da Costa,Homem,WEI
Daniela Brauner,Mulher,Pablo Margreff,Homem,WEI
Daniela Brauner,Mulher,Tatiana Tavares,Mulher,WEI
Daniela Brauner,Mulher,Vinicius Kruger da Costa,Homem,WEI
Pablo Margreff,Homem,Tatiana Tavares,Mulher,WEI
Pablo Margreff,Homem,Vinicius Kruger da Costa,Homem,WEI
Tatiana Tavares,Mulher,Vinicius Kruger da Costa,Homem,WEI
Marco Almada,Homem,Romis Attux,Homem,WASHES
Jean Luca Bez,Homem,Philippe O. A. Navaux,Homem,CTD
Carla M. D. S. Freitas,Mulher,Jorge A. Wagner Filho,Homem,CTD
Carla M. D. S. Freitas,Mulher,Luciana Nedel,Mulher,CTD
Jorge A. Wagner Filho,Homem,Luciana Nedel,Mulher,CTD
Aluizio Rocha,Homem,Arthur Souza,Homem,SBCUP
Aluizio Rocha,Homem,Dannylo Johnathan,Homem,SBCUP
Aluizio Rocha,Homem,Mário Melo,Homem,SBCUP
Aluizio Rocha,Homem,Rafael Queiroz,Homem,SBCUP
Arthur Souza,Homem,Dannylo Johnathan,Homem,SBCUP
Arthur Souza,Homem,Mário Melo,Homem,SBCUP
Arthur Souza,Homem,Rafael Queiroz,Homem,SBCUP
Dannylo Johnathan,Homem,Mário Melo,Homem,SBCUP
Dannylo Johnathan,Homem,Rafael Queiroz,Homem,SBCUP
Mário Melo,Homem,Rafael Queiroz,Homem,SBCUP
Alex Barradas Filho,Homem,Allan K. Barros,Homem,WEI
Alex Barradas Filho,Homem,Davi Viana,Homem,WEI
Alex Barradas Filho,Homem,João B. Bottentuit Junior,Homem,WEI
Alex Barradas Filho,Homem,Luis Rivero,Homem,WEI
Allan K. Barros,Homem,Davi Viana,Homem,WEI
Allan K. Barros,Homem,João B. Bottentuit Junior,Homem,WEI
Allan K. Barros,Homem,Luis Rivero,Homem,WEI
Davi Viana,Homem,João B. Bottentuit Junior,Homem,WEI
Davi Viana,Homem,Luis Rivero,Homem,WEI
João B. Bottentuit Junior,Homem,Luis Rivero,Homem,WEI
Felipe Furtado,Homem,Hermano P. de Moura,Homem,WASHES
Felipe Furtado,Homem,Ivaldir H. de Farias Junior,Homem,WASHES
Felipe Furtado,Homem,Nelson G. de Sá Leitão Junior,Homem,WASHES
Felipe Furtado,Homem,Rodrigo Santos,Homem,WASHES
Felipe Furtado,Homem,Sabrina Marczak,Mulher,WASHES
Hermano P. de Moura,Homem,Ivaldir H. de Farias Junior,Homem,WASHES
Hermano P. de Moura,Homem,Nelson G. de Sá Leitão Junior,Homem,WASHES
