Autor1,Gênero_Autor1,Autor2,Gênero_Autor2,Evento
Elisa Rocha,Mulher,Flávia Villela,Mulher,WIT
Elisa Rocha,Mulher,Francisco Campos,Homem,WIT
Elisa Rocha,Mulher,Gabriel SantClair,Homem,WIT
Elisa Rocha,Mulher,Janaina Gomide,Mulher,WIT
Elisa Rocha,Mulher,Julia Godinho,Mulher,WIT
Elisa Rocha,Mulher,Júlia Marotti,Mulher,WIT
Elisa Rocha,Mulher,Laura Emmanuella de Oliveira,Mulher,WIT
Elisa Rocha,Mulher,Milena Estanislau,Mulher,WIT
Elisa Rocha,Mulher,Tabatta Martins,Mulher,WIT
Elisa Rocha,Mulher,Valeria Nunes Belmonte,Mulher,WIT
Flávia Villela,Mulher,Francisco Campos,Homem,WIT
Flávia Villela,Mulher,Gabriel SantClair,Homem,WIT
Flávia Villela,Mulher,Janaina Gomide,Mulher,WIT
Flávia Villela,Mulher,Julia Godinho,Mulher,WIT
Flávia Villela,Mulher,Júlia Marotti,Mulher,WIT
Flávia Villela,Mulher,Laura Emmanuella de Oliveira,Mulher,WIT
Flávia Villela,Mulher,Milena Estanislau,Mulher,WIT
Flávia Villela,Mulher,Tabatta Martins,Mulher,WIT
Flávia Villela,Mulher,Valeria Nunes Belmonte,Mulher,WIT
Francisco Campos,Homem,Gabriel SantClair,Homem,WIT
Francisco Campos,Homem,Janaina Gomide,Mulher,WIT
Francisco Campos,Homem,Julia Godinho,Mulher,WIT
Francisco Campos,Homem,Júlia Marotti,Mulher,WIT
Francisco Campos,Homem,Laura Emmanuella de Oliveira,Mulher,WIT
Francisco Campos,Homem,Milena Estanislau,Mulher,WIT
Francisco Campos,Homem,Tabatta Martins,Mulher,WIT
Francisco Campos,Homem,Valeria Nunes Belmonte,Mulher,WIT
Gabriel SantClair,Homem,Janaina Gomide,Mulher,WIT
Gabriel SantClair,Homem,Julia Godinho,Mulher,WIT
Gabriel SantClair,Homem,Júlia Marotti,Mulher,WIT
Gabriel SantClair,Homem,Laura Emmanuella de Oliveira,Mulher,WIT
Gabriel SantClair,Homem,Milena Estanislau,Mulher,WIT
Gabriel SantClair,Homem,Tabatta Martins,Mulher,WIT
Gabriel SantClair,Homem,Valeria Nunes Belmonte,Mulher,WIT
Janaina Gomide,Mulher,Julia Godinho,Mulher,WIT
Janaina Gomide,Mulher,Júlia Marotti,Mulher,WIT
Janaina Gomide,Mulher,Laura Emmanuella de Oliveira,Mulher,WIT
Janaina Gomide,Mulher,Milena Estanislau,Mulher,WIT
Janaina Gomide,Mulher,Tabatta Martins,Mulher,WIT
Janaina Gomide,Mulher,Valeria Nunes Belmonte,Mulher,WIT
Julia Godinho,Mulher,Júlia Marotti,Mulher,WIT
Julia Godinho,Mulher,Laura Emmanuella de Oliveira,Mulher,WIT
Julia Godinho,Mulher,Milena Estanislau,Mulher,WIT
Julia Godinho,Mulher,Tabatta Martins,Mulher,WIT
Julia Godinho,Mulher,Valeria Nunes Belmonte,Mulher,WIT
Júlia Marotti,Mulher,Laura Emmanuella de Oliveira,Mulher,WIT
Júlia Marotti,Mulher,Milena Estanislau,Mulher,WIT
Júlia Marotti,Mulher,Tabatta Martins,Mulher,WIT
Júlia Marotti,Mulher,Valeria Nunes Belmonte,Mulher,WIT
Laura Emmanuella de Oliveira,Mulher,Milena Estanislau,Mulher,WIT
Laura Emmanuella de Oliveira,Mulher,Tabatta Martins,Mulher,WIT
Laura Emmanuella de Oliveira,Mulher,Valeria Nunes Belmonte,Mulher,WIT
Milena Estanislau,Mulher,Tabatta Martins,Mulher,WIT
Milena Estanislau,Mulher,Valeria Nunes Belmonte,Mulher,WIT
Tabatta Martins,Mulher,Valeria Nunes Belmonte,Mulher,WIT
Bruno Zatt,Homem,Daniel M. Palomino,Homem,CTD
Bruno Zatt,Homem,Marcelo S. Porto,Homem,CTD
Bruno Zatt,Homem,Wagner I. Penny,Homem,CTD
Daniel M. Palomino,Homem,Marcelo S. Porto,Homem,CTD
Daniel M. Palomino,Homem,Wagner I. Penny,Homem,CTD
Marcelo S. Porto,Homem,Wagner I. Penny,Homem,CTD
Bruno Monteiro,Homem,Vinicius F. dos Santos,Homem,ETC
Emanuel Felipe Duarte,Homem,Josiane Rosa de Oliveira Gaia Pimenta,Mulher,SEMISH
Emanuel Felipe Duarte,Homem,Maria Cecilia Calani Baranauskas,Mulher,SEMISH
Josiane Rosa de Oliveira Gaia Pimenta,Mulher,Maria Cecilia Calani Baranauskas,Mulher,SEMISH
Carla M. D. S. Freitas,Mulher,Jorge A. Wagner Filho,Homem,CTD
Carla M. D. S. Freitas,Mulher,Luciana Nedel,Mulher,CTD
Jorge A. Wagner Filho,Homem,Luciana Nedel,Mulher,CTD
Aluizio Rocha,Homem,Arthur Souza,Homem,SBCUP
Aluizio Rocha,Homem,Dannylo Johnathan,Homem,SBCUP
Aluizio Rocha,Homem,Mário Melo,Homem,SBCUP
Aluizio Rocha,Homem,Rafael Queiroz,Homem,SBCUP
Arthur Souza,Homem,Dannylo Johnathan,Homem,SBCUP
Arthur Souza,Homem,Mário Melo,Homem,SBCUP
Arthur Souza,Homem,Rafael Queiroz,Homem,SBCUP
Dannylo Johnathan,Homem,Mário Melo,Homem,SBCUP
Dannylo Johnathan,Homem,Rafael Queiroz,Homem,SBCUP
Mário Melo,Homem,Rafael Queiroz,Homem,SBCUP
Alex Barradas Filho,Homem,Allan K. Barros,Homem,WEI
Alex Barradas Filho,Homem,Davi Viana,Homem,WEI
Alex Barradas Filho,Homem,João B. Bottentuit Junior,Homem,WEI
Alex Barradas Filho,Homem,Luis Rivero,Homem,WEI
Allan K. Barros,Homem,Davi Viana,Homem,WEI
Allan K. Barros,Homem,João B. Bottentuit Junior,Homem,WEI
Allan K. Barros,Homem,Luis Rivero,Homem,WEI
Davi Viana,Homem,João B. Bottentuit Junior,Homem,WEI
Davi Viana,Homem,Luis Rivero,Homem,WEI
João B. Bottentuit Junior,Homem,Luis Rivero,Homem,WEI
Andre Aquino,Homem,Maurício Silva,Homem,SBCUP
Andre Aquino,Homem,Ricardo Oliveira,Homem,SBCUP
Maurício Silva,Homem,Ricardo Oliveira,Homem,SBCUP
Bosco Borges A. F.,Homem,Maria de Fátima P. Ferreira,Mulher,WEI
Bosco Borges A. F.,Homem,Rossana M. C. Andrade,Mulher,WEI
Bosco Borges A. F.,Homem,Rubens Anderson de S. Silva,Homem,WEI
Maria de Fátima P. Ferreira,Mulher,Rossana M. C. Andrade,Mulher,WEI
Maria de Fátima P. Ferreira,Mulher,Rubens Anderson de S. Silva,Homem,WEI
Rossana M. C. Andrade,Mulher,Rubens Anderson de S. Silva,Homem,WEI
Cristiano Galafassi,Homem,Eliseo Reategui,Homem,SEMISH
Cristiano Galafassi,Homem,Fabiane Galafassi,Mulher,SEMISH
Cristiano Galafassi,Homem,Rosa Vicari,Mulher,SEMISH
Eliseo Reategui,Homem,Fabiane Galafassi,Mulher,SEMISH
Eliseo Reategui,Homem,Rosa Vicari,Mulher,SEMISH
Fabiane Galafassi,Mulher,Rosa Vicari,Mulher,SEMISH
Daniel Xavier de Sousa,Homem,Marcos André Gonçalves,Homem,CTD
Alex B. Vieira,Homem,Artur Ziviani,Homem,WPerformance
Alex B. Vieira,Homem,Breno Machado,Homem,WPerformance
Alex B. Vieira,Homem,Italo Cunha,Homem,WPerformance
Artur Ziviani,Homem,Breno Machado,Homem,WPerformance
Artur Ziviani,Homem,Italo Cunha,Homem,WPerformance
Breno Machado,Homem,Italo Cunha,Homem,WPerformance
Fernanda S. H. de Souza,Mulher,Geraldo R. Mateus,Homem,CTD
Fernanda S. H. de Souza,Mulher,Samuel M. A. Araújo,Homem,CTD
Geraldo R. Mateus,Homem,Samuel M. A. Araújo,Homem,CTD
Andressa da Silva Siqueira,Mulher,Beatriz Pereira,Mulher,WIT
Andressa da Silva Siqueira,Mulher,Laura Damaceno de Almeida,Mulher,WIT
Andressa da Silva Siqueira,Mulher,Poliana Nascimento Ferreira,Mulher,WIT
Beatriz Pereira,Mulher,Laura Damaceno de Almeida,Mulher,WIT
Beatriz Pereira,Mulher,Poliana Nascimento Ferreira,Mulher,WIT
Laura Damaceno de Almeida,Mulher,Poliana Nascimento Ferreira,Mulher,WIT
Ermeson Andrade,Homem,Gabriel Alves,Homem,WPerformance
Ermeson Andrade,Homem,Júlio Mendonça,Homem,WPerformance
Ermeson Andrade,Homem,Wilson Medeiros,Homem,WPerformance
Gabriel Alves,Homem,Júlio Mendonça,Homem,WPerformance
Gabriel Alves,Homem,Wilson Medeiros,Homem,WPerformance
Júlio Mendonça,Homem,Wilson Medeiros,Homem,WPerformance
Felipe Rocha,Homem,Pedro Paulo Balbi,Homem,SEMISH
Andrea S. Charão,Mulher,Fernando P. Barbosa,Homem,WEI
Andrea S. Charão,Mulher,Karina Wiechork,Mulher,WEI
Andrea S. Charão,Mulher,Marlon L. S. Rodrigues,Homem,WEI
Fernando P. Barbosa,Homem,Karina Wiechork,Mulher,WEI
Fernando P. Barbosa,Homem,Marlon L. S. Rodrigues,Homem,WEI
Karina Wiechork,Mulher,Marlon L. S. Rodrigues,Homem,WEI
César Alberto da Silva,Homem,Robson Brito Santos,Homem,ENCompIF
Flávio R. C. Souza,Homem,Nídia G. S. Campos,Mulher,SBCUP
Flávio R. C. Souza,Homem,Sayonara S. Araújo,Mulher,SBCUP
Nídia G. S. Campos,Mulher,Sayonara S. Araújo,Mulher,SBCUP
Amanda Martins,Mulher,Ayla Rebouças,Mulher,WIT
Amanda Martins,Mulher,Joana Silva,Mulher,WIT
Amanda Martins,Mulher,Joyce Santos,Mulher,WIT
Ayla Rebouças,Mulher,Joana Silva,Mulher,WIT
Ayla Rebouças,Mulher,Joyce Santos,Mulher,WIT
Joana Silva,Mulher,Joyce Santos,Mulher,WIT
Daniela de Souza Gomes,Mulher,Gabriel Philippe Pereira,Homem,WEI
Daniela de Souza Gomes,Mulher,Giovanni Ventorim Comarela,Homem,WEI
Daniela de Souza Gomes,Mulher,Marcos Henrique Fonseca Ribeiro,Homem,WEI
Gabriel Philippe Pereira,Homem,Giovanni Ventorim Comarela,Homem,WEI
Gabriel Philippe Pereira,Homem,Marcos Henrique Fonseca Ribeiro,Homem,WEI
Giovanni Ventorim Comarela,Homem,Marcos Henrique Fonseca Ribeiro,Homem,WEI
Ana Karolina Maia,Mulher,Leonardo C. de Abreu,Homem,ETC
Ana Karolina Maia,Mulher,Manoel Campêlo,Homem,ETC
Leonardo C. de Abreu,Homem,Manoel Campêlo,Homem,ETC
Alice Fonseca Finger,Mulher,Aline Vieira de Mello,Mulher,WIT
Alice Fonseca Finger,Mulher,Andréa Sabedra Bordin,Mulher,WIT
Aline Vieira de Mello,Mulher,Andréa Sabedra Bordin,Mulher,WIT
Aleteia P. F. Araujo,Mulher,Alice Borges,Mulher,WIT
Aleteia P. F. Araujo,Mulher,Carla Cavalcante Koike,Mulher,WIT
Aleteia P. F. Araujo,Mulher,Fernanda de Sousa,Mulher,WIT
Aleteia P. F. Araujo,Mulher,Maristela Holanda,Mulher,WIT
Aleteia P. F. Araujo,Mulher,Roberta B. Oliveira,Mulher,WIT
Alice Borges,Mulher,Carla Cavalcante Koike,Mulher,WIT
Alice Borges,Mulher,Fernanda de Sousa,Mulher,WIT
Alice Borges,Mulher,Maristela Holanda,Mulher,WIT
Alice Borges,Mulher,Roberta B. Oliveira,Mulher,WIT
Carla Cavalcante Koike,Mulher,Fernanda de Sousa,Mulher,WIT
Carla Cavalcante Koike,Mulher,Maristela Holanda,Mulher,WIT
Carla Cavalcante Koike,Mulher,Roberta B. Oliveira,Mulher,WIT
Fernanda de Sousa,Mulher,Maristela Holanda,Mulher,WIT
Fernanda de Sousa,Mulher,Roberta B. Oliveira,Mulher,WIT
Maristela Holanda,Mulher,Roberta B. Oliveira,Mulher,WIT
Andreza Sartori,Mulher,Jennyfer Araújo,Mulher,WIT
Andreza Sartori,Mulher,Leonardo Fronza,Homem,WIT
Andreza Sartori,Mulher,Luciana P. de Araújo Kohler,Mulher,WIT
Jennyfer Araújo,Mulher,Leonardo Fronza,Homem,WIT
Jennyfer Araújo,Mulher,Luciana P. de Araújo Kohler,Mulher,WIT
Leonardo Fronza,Homem,Luciana P. de Araújo Kohler,Mulher,WIT
João Neto,Homem,Robson Bonidia,Homem,WEI
Clara Scheffer Emerich,Mulher,Matheus Lorenzato Braga,Homem,ENCompIF
Clara Scheffer Emerich,Mulher,Rafael Américo Fuhrich,Homem,ENCompIF
Clara Scheffer Emerich,Mulher,Victor Martins de Sousa,Homem,ENCompIF
Matheus Lorenzato Braga,Homem,Rafael Américo Fuhrich,Homem,ENCompIF
Matheus Lorenzato Braga,Homem,Victor Martins de Sousa,Homem,ENCompIF
Rafael Américo Fuhrich,Homem,Victor Martins de Sousa,Homem,ENCompIF
Ialy C. Sousa,Mulher,Iana Daya C. F. Passos,Mulher,WIT
Ialy C. Sousa,Mulher,Jerry A. Souza,Homem,WIT
Ialy C. Sousa,Mulher,Lílian H. Teixeira,Mulher,WIT
Ialy C. Sousa,Mulher,Mary Karlla A. Guimarães,Mulher,WIT
Ialy C. Sousa,Mulher,Moacy P. Silva,Homem,WIT
Iana Daya C. F. Passos,Mulher,Jerry A. Souza,Homem,WIT
Iana Daya C. F. Passos,Mulher,Lílian H. Teixeira,Mulher,WIT
Iana Daya C. F. Passos,Mulher,Mary Karlla A. Guimarães,Mulher,WIT
Iana Daya C. F. Passos,Mulher,Moacy P. Silva,Homem,WIT
Jerry A. Souza,Homem,Lílian H. Teixeira,Mulher,WIT
Jerry A. Souza,Homem,Mary Karlla A. Guimarães,Mulher,WIT
Jerry A. Souza,Homem,Moacy P. Silva,Homem,WIT
Lílian H. Teixeira,Mulher,Mary Karlla A. Guimarães,Mulher,WIT
Lílian H. Teixeira,Mulher,Moacy P. Silva,Homem,WIT
Mary Karlla A. Guimarães,Mulher,Moacy P. Silva,Homem,WIT
Alexandre Ribeiro,Homem,Guilherme Londe,Homem,ETC
Alexandre Ribeiro,Homem,Jorge dos Santos,Homem,ETC
Alexandre Ribeiro,Homem,Welverton da Silva,Homem,ETC
Guilherme Londe,Homem,Jorge dos Santos,Homem,ETC
Guilherme Londe,Homem,Welverton da Silva,Homem,ETC
Jorge dos Santos,Homem,Welverton da Silva,Homem,ETC
Anselmo Paiva,Homem,Daniel Pinto,Homem,WEI
Anselmo Paiva,Homem,Eduarda Chagas,Mulher,WEI
Anselmo Paiva,Homem,Gabriel Costa,Homem,WEI
Anselmo Paiva,Homem,Kennedy Nunes,Homem,WEI
Anselmo Paiva,Homem,Luis Rivero,Homem,WEI
Anselmo Paiva,Homem,Ricardo Anchieta,Homem,WEI
Anselmo Paiva,Homem,Simara Rocha,Mulher,WEI
Daniel Pinto,Homem,Eduarda Chagas,Mulher,WEI
Daniel Pinto,Homem,Gabriel Costa,Homem,WEI
Daniel Pinto,Homem,Kennedy Nunes,Homem,WEI
Daniel Pinto,Homem,Luis Rivero,Homem,WEI
Daniel Pinto,Homem,Ricardo Anchieta,Homem,WEI
Daniel Pinto,Homem,Simara Rocha,Mulher,WEI
Eduarda Chagas,Mulher,Gabriel Costa,Homem,WEI
Eduarda Chagas,Mulher,Kennedy Nunes,Homem,WEI
Eduarda Chagas,Mulher,Luis Rivero,Homem,WEI
Eduarda Chagas,Mulher,Ricardo Anchieta,Homem,WEI
Eduarda Chagas,Mulher,Simara Rocha,Mulher,WEI
Gabriel Costa,Homem,Kennedy Nunes,Homem,WEI
Gabriel Costa,Homem,Luis Rivero,Homem,WEI
Gabriel Costa,Homem,Ricardo Anchieta,Homem,WEI
Gabriel Costa,Homem,Simara Rocha,Mulher,WEI
Kennedy Nunes,Homem,Luis Rivero,Homem,WEI
Kennedy Nunes,Homem,Ricardo Anchieta,Homem,WEI
Kennedy Nunes,Homem,Simara Rocha,Mulher,WEI
Luis Rivero,Homem,Ricardo Anchieta,Homem,WEI
Luis Rivero,Homem,Simara Rocha,Mulher,WEI
Ricardo Anchieta,Homem,Simara Rocha,Mulher,WEI
Allysson Allex Araújo,Homem,Emanuel Coutinho,Homem,WEI
Allysson Allex Araújo,Homem,Francisco Gomes,Homem,WEI
Allysson Allex Araújo,Homem,Jerffeson Souza,Homem,WEI
Allysson Allex Araújo,Homem,Saori Costa,Mulher,WEI
Emanuel Coutinho,Homem,Francisco Gomes,Homem,WEI
Emanuel Coutinho,Homem,Jerffeson Souza,Homem,WEI
Emanuel Coutinho,Homem,Saori Costa,Mulher,WEI
Francisco Gomes,Homem,Jerffeson Souza,Homem,WEI
Francisco Gomes,Homem,Saori Costa,Mulher,WEI
Jerffeson Souza,Homem,Saori Costa,Mulher,WEI
Laura Shibukawa,Mulher,Mayara Yamanoe,Mulher,WIT
Jéssica Gabrieli Schmitz Hahn,Mulher,Leandro von Borstel Assmann,Homem,WIT
Jéssica Gabrieli Schmitz Hahn,Mulher,Renata Luiza Muller,Mulher,WIT
Jéssica Gabrieli Schmitz Hahn,Mulher,Vanessa Petró,Mulher,WIT
Jéssica Gabrieli Schmitz Hahn,Mulher,Vinicius Hartmann Ferreira,Homem,WIT
Leandro von Borstel Assmann,Homem,Renata Luiza Muller,Mulher,WIT
Leandro von Borstel Assmann,Homem,Vanessa Petró,Mulher,WIT
Leandro von Borstel Assmann,Homem,Vinicius Hartmann Ferreira,Homem,WIT
Renata Luiza Muller,Mulher,Vanessa Petró,Mulher,WIT
Renata Luiza Muller,Mulher,Vinicius Hartmann Ferreira,Homem,WIT
Vanessa Petró,Mulher,Vinicius Hartmann Ferreira,Homem,WIT
Cristina Ciferri,Mulher,Kalinka Branco,Mulher,WIT
Cristina Ciferri,Mulher,Viviana Noguera,Mulher,WIT
Kalinka Branco,Mulher,Viviana Noguera,Mulher,WIT
Bianca M. Lopes,Mulher,Júlio C. S. Mendes,Homem,SEMISH
Bianca M. Lopes,Mulher,Karina M. Johansson,Mulher,SEMISH
Bianca M. Lopes,Mulher,Livy Real,Mulher,SEMISH
Bianca M. Lopes,Mulher,Márcio T. I. Oshiro,Homem,SEMISH
Júlio C. S. Mendes,Homem,Karina M. Johansson,Mulher,SEMISH
Júlio C. S. Mendes,Homem,Livy Real,Mulher,SEMISH
Júlio C. S. Mendes,Homem,Márcio T. I. Oshiro,Homem,SEMISH
Karina M. Johansson,Mulher,Livy Real,Mulher,SEMISH
Karina M. Johansson,Mulher,Márcio T. I. Oshiro,Homem,SEMISH
Livy Real,Mulher,Márcio T. I. Oshiro,Homem,SEMISH
Antônio Pereira,Homem,Luiz C. Ferreira,Homem,SEMISH
Antônio Pereira,Homem,Marcelino S. da Silva,Homem,SEMISH
Antônio Pereira,Homem,Rodrigo Dutra,Homem,SEMISH
Antônio Pereira,Homem,Vitor Hugo M. Gomes,Homem,SEMISH
Antônio Pereira,Homem,Weverson Nascimento,Homem,SEMISH
Luiz C. Ferreira,Homem,Marcelino S. da Silva,Homem,SEMISH
Luiz C. Ferreira,Homem,Rodrigo Dutra,Homem,SEMISH
Luiz C. Ferreira,Homem,Vitor Hugo M. Gomes,Homem,SEMISH
Luiz C. Ferreira,Homem,Weverson Nascimento,Homem,SEMISH
Marcelino S. da Silva,Homem,Rodrigo Dutra,Homem,SEMISH
Marcelino S. da Silva,Homem,Vitor Hugo M. Gomes,Homem,SEMISH
Marcelino S. da Silva,Homem,Weverson Nascimento,Homem,SEMISH
Rodrigo Dutra,Homem,Vitor Hugo M. Gomes,Homem,SEMISH
Rodrigo Dutra,Homem,Weverson Nascimento,Homem,SEMISH
Vitor Hugo M. Gomes,Homem,Weverson Nascimento,Homem,SEMISH
Eliane Pozzebon,Mulher,Francielli Freitas Moro,Mulher,WIT
Eliane Pozzebon,Mulher,Luciana Bolan Frigo,Mulher,WIT
Eliane Pozzebon,Mulher,Rafaela Oliveira Padilha,Mulher,WIT
Francielli Freitas Moro,Mulher,Luciana Bolan Frigo,Mulher,WIT
Francielli Freitas Moro,Mulher,Rafaela Oliveira Padilha,Mulher,WIT
Luciana Bolan Frigo,Mulher,Rafaela Oliveira Padilha,Mulher,WIT
André Silva,Homem,José Silva,Homem,WEI
André Silva,Homem,Letícia Oliveira,Mulher,WEI
José Silva,Homem,Letícia Oliveira,Mulher,WEI
Gabriel Nascimento,Homem,Márcia Oliveira,Mulher,WIT
Gabriel Nascimento,Homem,Vania Marquiori,Mulher,WIT
Márcia Oliveira,Mulher,Vania Marquiori,Mulher,WIT
Bruno Pereira,Homem,Francisco Henrique Ferreira,Homem,WASHES
Bruno Pereira,Homem,Luiz Alexandre Costa,Homem,WASHES
Bruno Pereira,Homem,Marcio Imamura,Homem,WASHES
Bruno Pereira,Homem,Rodrigo Pereira dos Santos,Homem,WASHES
Francisco Henrique Ferreira,Homem,Luiz Alexandre Costa,Homem,WASHES
Francisco Henrique Ferreira,Homem,Marcio Imamura,Homem,WASHES
Francisco Henrique Ferreira,Homem,Rodrigo Pereira dos Santos,Homem,WASHES
Luiz Alexandre Costa,Homem,Marcio Imamura,Homem,WASHES
Luiz Alexandre Costa,Homem,Rodrigo Pereira dos Santos,Homem,WASHES
Marcio Imamura,Homem,Rodrigo Pereira dos Santos,Homem,WASHES
Elmo de Faria,Homem,Eunice Nunes,Mulher,WASHES
Elmo de Faria,Homem,Fernando Magalhães,Homem,WASHES
Elmo de Faria,Homem,Jonas Boechat,Homem,WASHES
Elmo de Faria,Homem,Luciana Borges,Mulher,WASHES
Elmo de Faria,Homem,Otávio Dantas,Homem,WASHES
Eunice Nunes,Mulher,Fernando Magalhães,Homem,WASHES
Eunice Nunes,Mulher,Jonas Boechat,Homem,WASHES
Eunice Nunes,Mulher,Luciana Borges,Mulher,WASHES
Eunice Nunes,Mulher,Otávio Dantas,Homem,WASHES
Fernando Magalhães,Homem,Jonas Boechat,Homem,WASHES
Fernando Magalhães,Homem,Luciana Borges,Mulher,WASHES
Fernando Magalhães,Homem,Otávio Dantas,Homem,WASHES
Jonas Boechat,Homem,Luciana Borges,Mulher,WASHES
Jonas Boechat,Homem,Otávio Dantas,Homem,WASHES
Luciana Borges,Mulher,Otávio Dantas,Homem,WASHES
Amanda Saccol,Mulher,Carla Castanho,Mulher,WIT
Amanda Saccol,Mulher,Eduardo Silva,Homem,WIT
Amanda Saccol,Mulher,Eduardo Spies,Homem,WIT
Amanda Saccol,Mulher,Victor Alves,Homem,WIT
Carla Castanho,Mulher,Eduardo Silva,Homem,WIT
Carla Castanho,Mulher,Eduardo Spies,Homem,WIT
Carla Castanho,Mulher,Victor Alves,Homem,WIT
Eduardo Silva,Homem,Eduardo Spies,Homem,WIT
Eduardo Silva,Homem,Victor Alves,Homem,WIT
Eduardo Spies,Homem,Victor Alves,Homem,WIT
Erlandson F. Saraiva,Homem,Guilherme G. Souza,Homem,SEMISH
Erlandson F. Saraiva,Homem,Ricardo R. Santos,Homem,SEMISH
Guilherme G. Souza,Homem,Ricardo R. Santos,Homem,SEMISH
Adenauer Yamin,Homem,Ana Pernas,Mulher,SEMISH
Adenauer Yamin,Homem,Felipe Haertel,Homem,SEMISH
Adenauer Yamin,Homem,Jorge Barbosa,Homem,SEMISH
Adenauer Yamin,Homem,João Lopes,Homem,SEMISH
Adenauer Yamin,Homem,Leandro Camargo,Homem,SEMISH
Ana Pernas,Mulher,Felipe Haertel,Homem,SEMISH
Ana Pernas,Mulher,Jorge Barbosa,Homem,SEMISH
Ana Pernas,Mulher,João Lopes,Homem,SEMISH
Ana Pernas,Mulher,Leandro Camargo,Homem,SEMISH
Felipe Haertel,Homem,Jorge Barbosa,Homem,SEMISH
Felipe Haertel,Homem,João Lopes,Homem,SEMISH
Felipe Haertel,Homem,Leandro Camargo,Homem,SEMISH
Jorge Barbosa,Homem,João Lopes,Homem,SEMISH
Jorge Barbosa,Homem,Leandro Camargo,Homem,SEMISH
João Lopes,Homem,Leandro Camargo,Homem,SEMISH
Rafael C. S. Schouery,Homem,Renan F. F. da Silva,Homem,ETC
Rafael C. S. Schouery,Homem,Yulle G. F. Borges,Mulher,ETC
Renan F. F. da Silva,Homem,Yulle G. F. Borges,Mulher,ETC
Larissa Pessoa,Mulher,Lia Martins,Mulher,WIT
Larissa Pessoa,Mulher,Raquel Folz,Mulher,WIT
Larissa Pessoa,Mulher,Rosiane Freitas,Mulher,WIT
Larissa Pessoa,Mulher,Victória Guimarães,Mulher,WIT
Lia Martins,Mulher,Raquel Folz,Mulher,WIT
Lia Martins,Mulher,Rosiane Freitas,Mulher,WIT
Lia Martins,Mulher,Victória Guimarães,Mulher,WIT
Raquel Folz,Mulher,Rosiane Freitas,Mulher,WIT
Raquel Folz,Mulher,Victória Guimarães,Mulher,WIT
Rosiane Freitas,Mulher,Victória Guimarães,Mulher,WIT
Alice Barbosa do Couto,Mulher,Amanda Raynara Quintana Theodoro,Mulher,WIT
Alice Barbosa do Couto,Mulher,Ariadne Nicoly Mori de Paula,Mulher,WIT
Alice Barbosa do Couto,Mulher,Bianca Fernandes Ribas,Mulher,WIT
Alice Barbosa do Couto,Mulher,Clara Scatena da Silva,Mulher,WIT
Alice Barbosa do Couto,Mulher,Claudia Santos Fernandes,Mulher,WIT
Alice Barbosa do Couto,Mulher,Diane Rosa da Silva,Mulher,WIT
Alice Barbosa do Couto,Mulher,Giovanna Mara Paes Franco,Mulher,WIT
Alice Barbosa do Couto,Mulher,Luana Arfux de Castro Nogueira,Mulher,WIT
Alice Barbosa do Couto,Mulher,Marcia Ferreira Cristaldo,Mulher,WIT
Alice Barbosa do Couto,Mulher,Maria Eduarda Alves Barbosa,Mulher,WIT
Alice Barbosa do Couto,Mulher,Marta Luzzi,Mulher,WIT
Alice Barbosa do Couto,Mulher,Nayara Arruda Cunha,Mulher,WIT
Amanda Raynara Quintana Theodoro,Mulher,Ariadne Nicoly Mori de Paula,Mulher,WIT
Amanda Raynara Quintana Theodoro,Mulher,Bianca Fernandes Ribas,Mulher,WIT
Amanda Raynara Quintana Theodoro,Mulher,Clara Scatena da Silva,Mulher,WIT
Amanda Raynara Quintana Theodoro,Mulher,Claudia Santos Fernandes,Mulher,WIT
Amanda Raynara Quintana Theodoro,Mulher,Diane Rosa da Silva,Mulher,WIT
Amanda Raynara Quintana Theodoro,Mulher,Giovanna Mara Paes Franco,Mulher,WIT
Amanda Raynara Quintana Theodoro,Mulher,Luana Arfux de Castro Nogueira,Mulher,WIT
Amanda Raynara Quintana Theodoro,Mulher,Marcia Ferreira Cristaldo,Mulher,WIT
Amanda Raynara Quintana Theodoro,Mulher,Maria Eduarda Alves Barbosa,Mulher,WIT
Amanda Raynara Quintana Theodoro,Mulher,Marta Luzzi,Mulher,WIT
Amanda Raynara Quintana Theodoro,Mulher,Nayara Arruda Cunha,Mulher,WIT
Ariadne Nicoly Mori de Paula,Mulher,Bianca Fernandes Ribas,Mulher,WIT
Ariadne Nicoly Mori de Paula,Mulher,Clara Scatena da Silva,Mulher,WIT
Ariadne Nicoly Mori de Paula,Mulher,Claudia Santos Fernandes,Mulher,WIT
Ariadne Nicoly Mori de Paula,Mulher,Diane Rosa da Silva,Mulher,WIT
Ariadne Nicoly Mori de Paula,Mulher,Giovanna Mara Paes Franco,Mulher,WIT
Ariadne Nicoly Mori de Paula,Mulher,Luana Arfux de Castro Nogueira,Mulher,WIT
Ariadne Nicoly Mori de Paula,Mulher,Marcia Ferreira Cristaldo,Mulher,WIT
Ariadne Nicoly Mori de Paula,Mulher,Maria Eduarda Alves Barbosa,Mulher,WIT
Ariadne Nicoly Mori de Paula,Mulher,Marta Luzzi,Mulher,WIT
Ariadne Nicoly Mori de Paula,Mulher,Nayara Arruda Cunha,Mulher,WIT
Bianca Fernandes Ribas,Mulher,Clara Scatena da Silva,Mulher,WIT
Bianca Fernandes Ribas,Mulher,Claudia Santos Fernandes,Mulher,WIT
